Date,Exiguous Achnanthes,Tiny Achnanthes,Eutrophic Achnanthidium,Very Small Achnanthidium,Achnanthidium straubianum,Sweet Flag,Adlafia bryophila,Amphora copulata,Amphora indistincta,Amphora ovalis,Amphora pediculus,Amphora subatomus,Aneumastus minor,Aneumastus stroesei,Anomoeoneis sphaerophora,Caloneis bacillum,Cavinula scutelloides,Hornwort,Opposite Stonewort,Globular Stonewort,Cocconeis neodiminuta,Cocconeis neothumensis,Cocconeis pediculus,Cocconeis placentula var. euglypta,Cocconeis placentula var. lineata,Cocconeis placentula var. placentula,Cocconeis pseudolineata,Cymbella hustedtii var. hustedtii,Canadian Waterweed,Nuttall's Waterweed,Encyonema prostratum,Encyonopsis krammeri,Encyonopsis minuta,Encyonopsis subminuta,Eolimna minima,Epithemia adnata,Epithemia sorex,Epithemia turgida var. turgida,Fallacia subhamulata,Willow Moss,Fragilaria brevistriata var. brevistriata,Fragilaria capucina var. capucina,Fragilaria construens f. construens,Fragilaria construens f. venter,Fragilaria martyi,Fragilaria mesolepta,Fragilaria perminuta,Fragilaria pinnata var. pinnata,Geissleria acceptata,Geissleria cummerowi,Gomphonema italicum,Gomphonema minusculum,Gomphonema olivaceoides,Gomphonema olivaceum var. olivaceum,Gomphonema parvulum var. parvulum f. parvulum,Gomphonema pumilum var. pumilum,Green Algae,Hippodonta costulata,Karayevia clevei var. clevei,Karayevia clevei var. rostrata,Karayevia laterostrata,Mayamaea atomus var. permitis,Eurasian Watermilfoil,Spiny Naiad,Navicula antonii,Navicula associata,Navicula cari,Navicula cryptofallax,Navicula cryptotenella,Navicula cryptotenelloides,Navicula gregaria,Navicula hofmanniae,Navicula jakovljevicii,Navicula lacuum,Navicula radiosa var. radiosa,Navicula reichardtiana var. reichardtiana,Navicula slesvicensis,Navicula subalpina,Navicula tripunctata,Navicula utermoehlii,Navicula veneta,Navicula wildii,Neidium dubium,Dark Stonewort,Starry Stonewort,Nitzschia abbreviata,Nitzschia dissipata ssp. dissipata,Nitzschia fonticola var. fonticola,Nitzschia lacuum,Nitzschia oligotraphenta,Nitzschia palea var. debilis,Nitzschia palea var. palea,Pennales,Common Reed,Placoneis clementis,Placoneis gastrum,Placoneis pseudanglica var. pseudanglica,Planothidium,Planothidium delicatulum,Planothidium frequentissimum,Planothidium granum,Planothidium joursacense,Planothidium minutissimum,Planothidium rostratum,Platessa conspicua,Shining Pondweed,Fennel Pondweed,Clasping-leaf Pondweed,Lesser Pondweed,Psammothidium bioretii,Psammothidium lauenburgianum,Fan-leaved Water-crowfoot,Reimeria sinuata,Rhoicosphenia abbreviata,Rhopalodia gibba var. gibba,Tabellaria flocculosa var. flocculosa,Narrowleaf Cattail
2002-08-01,,,,,,30.0,,,,,,,,,,,,4.0,0.5,20.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,97.5,,,,,,,,,,,,7.5,0.5,,2.0,,,0.5,,,,,90.0
2008-07-15,,,,,,40.0,,,,,,,,,,,,7.5,20.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,70.0,,,,,,,,,,,,20.0,4.0,0.1,2.0,,,2.0,,,,,90.0
2013-08-10,,,,,,4.0,,,,,,,,,,,,7.5,,4.0,,,,,,,,,,2.0,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,97.5,,,,,,,,,90.0,,,,,,,,,,,,,0.1,,0.1,,,2.0,,,,,60.0
2013-09-22,2.0,5.0,5.0,36.0,9.0,,7.0,0.0,4.0,,281.0,3.0,,,,0.0,1.0,,,,,8.0,2.0,,8.0,,5.0,2.0,,,2.0,2.0,2.0,2.0,19.0,2.0,5.0,,,,2.0,2.0,,3.0,,6.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2.0,5.0,5.0,0.0,4.0,,,1.0,,8.0,0.0,0.0,24.0,,0.0,3.0,5.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,,,,,,6.0,0.0,11.0,,2.0,1.0,,,,0.0,0.0,,1.0,15.0,9.0,,,0.0,13.0,,,,,,0.0,,5.0,13.0,17.0,1.0,
2016-09-07,,,,,,,,,,,,,,,,,,0.1,2.0,2.0,,,,,,,,,,0.1,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,80.0,,,,,,,,,,,,,4.0,0.1,,,,0.1,,,,,80.0
2016-09-15,2.0,4.0,6.0,20.0,1.0,,1.0,2.0,1.0,2.0,210.0,,8.0,1.0,1.0,,9.0,,,,1.0,7.0,8.0,10.0,24.0,1.0,1.0,,,,1.0,,13.0,4.0,13.0,11.0,8.0,3.0,2.0,,1.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,4.0,4.0,,1.0,1.0,,2.0,4.0,,3.0,5.0,12.0,1.0,2.0,,,3.0,1.0,1.0,,1.0,32.0,1.0,2.0,2.0,1.0,,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,3.0,5.0,,13.0,1.0,,,2.0,,1.0,1.0,6.0,8.0,1.0,,6.0,4.0,1.0,13.0,2.0,,,,,1.0,1.0,,,32.0,1.0,,
2019-07-15,,,,,,0.1,,,,,,,,,,,,40.0,20.0,2.0,,,,,,,,,,7.5,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,4.0,,,,,,20.0,0.1,,,,,,,,,,,,,,,,,,,,7.5,12.5,,,,,,,,,90.0,,,,,,,,,,,,0.1,2.0,12.5,,,,0.1,,,,,2.0
2019-07-30,0.181818181818182,2.20994475138122,0.368324125230203,11.2338858195212,,,0.184162062615101,0.184162062615101,3.09090909090909,0.0,20.8103130755064,0.0,0.184162062615101,0.0,0.0,1.47329650092081,0.0,,,,0.0,0.920810313075507,0.0,0.545454545454546,0.545454545454546,0.736648250460405,0.177619893428064,0.0,,,0.0,0.355239786856128,0.736648250460405,0.552486187845304,9.02394106813996,0.184162062615101,4.41988950276243,0.0,0.0,,,,0.0,6.0,0.368324125230203,2.4390243902439,0.736648250460405,,,0.909090909090909,0.0,0.383141762452107,,0.184162062615101,0.0,,,0.0,2.39410681399632,,,0.177619893428064,,,0.552486187845304,0.0,0.181818181818182,0.0,0.552486187845304,10.6813996316759,0.184162062615101,0.363636363636364,0.0,0.0,0.181818181818182,1.10497237569061,,0.0,0.0,0.552486187845304,0.184162062615101,0.184162062615101,0.181818181818182,,,0.368324125230203,0.736648250460405,0.736648250460405,8.28729281767956,1.84162062615101,1.65745856353591,0.368324125230203,0.920810313075507,,0.0,0.0,,3.49907918968692,0.736648250460405,1.65745856353591,0.177619893428064,0.0,0.736648250460405,0.736648250460405,2.20994475138122,,,,,0.0,0.552486187845304,,1.10497237569061,0.552486187845304,0.0,0.184162062615101,
2022-07-30,,,,,,1.0,,,,,,,,,,,,4.0,3.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,3.0,,,,,,,,,,,,2.0,3.0,3.0,,,,2.0,,,,,2.0
